claim_id,section_id,section,domain,record_id,target_label,field,field_label,value_kind,baseline_value,current_value,proposed_value,current_status,current_verification_status,research_note,resolution_status,evidence_tier,confidence,estimate_rationale,source_1_title,source_1_url,source_1_publisher,source_1_published_date,source_1_accessed_date,source_1_excerpt,source_2_title,source_2_url,source_2_publisher,source_2_published_date,source_2_accessed_date,source_2_excerpt,source_3_title,source_3_url,source_3_publisher,source_3_published_date,source_3_accessed_date,source_3_excerpt
auto_claim__military_pay_rates__base_pay_e-8_20__component,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-8_20,E-8 base pay · 20 YOS bracket,component,Pay Type,,base_pay,base_pay,,record_level_placeholder,seed_default,Research and verify pay type for E-8 base pay · 20 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-8_20__yearsOfService,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-8_20,E-8 base pay · 20 YOS bracket,yearsOfService,TAFMS Bracket,number,20,20,,record_level_placeholder,seed_default,Research and verify tafms bracket for E-8 base pay · 20 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-8_20__tableYear,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-8_20,E-8 base pay · 20 YOS bracket,tableYear,Table Year,number,2026,2026,,record_level_placeholder,seed_default,Research and verify table year for E-8 base pay · 20 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-8_20__taxStatus,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-8_20,E-8 base pay · 20 YOS bracket,taxStatus,Tax Status,,taxable,taxable,,record_level_placeholder,seed_default,Research and verify tax status for E-8 base pay · 20 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_12__annualizedRate,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_12,E-9 base pay · 12 YOS bracket,annualizedRate,Annual,currency,84798.0,84798.0,,record_level_placeholder,seed_default,Research and verify annual for E-9 base pay · 12 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_12__serviceBranch,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_12,E-9 base pay · 12 YOS bracket,serviceBranch,Branch,,Air Force,Air Force,,record_level_placeholder,seed_default,Research and verify branch for E-9 base pay · 12 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_12__dependencyStatus,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_12,E-9 base pay · 12 YOS bracket,dependencyStatus,Dependency Status,,n/a,n/a,,record_level_placeholder,seed_default,Research and verify dependency status for E-9 base pay · 12 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_12__effectiveEnd,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_12,E-9 base pay · 12 YOS bracket,effectiveEnd,Effective End,date,,,,record_level_placeholder,seed_default,Research and verify effective end for E-9 base pay · 12 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_12__effectiveStart,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_12,E-9 base pay · 12 YOS bracket,effectiveStart,Effective Start,date,2026-01-01,2026-01-01,,record_level_placeholder,seed_default,Research and verify effective start for E-9 base pay · 12 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_12__monthlyRate,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_12,E-9 base pay · 12 YOS bracket,monthlyRate,Monthly,currency,7066.5,7066.5,,record_level_placeholder,seed_default,Research and verify monthly for E-9 base pay · 12 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_12__notes,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_12,E-9 base pay · 12 YOS bracket,notes,Notes,,2026 DFAS enlisted pay table row. The engine applies annual raise schedule rows to future years when a newer explicit table year is not present.,2026 DFAS enlisted pay table row. The engine applies annual raise schedule rows to future years when a newer explicit table year is not present.,,record_level_placeholder,seed_default,Research and verify notes for E-9 base pay · 12 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_12__payGrade,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_12,E-9 base pay · 12 YOS bracket,payGrade,Pay Grade,,E-9,E-9,,record_level_placeholder,seed_default,Research and verify pay grade for E-9 base pay · 12 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_12__component,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_12,E-9 base pay · 12 YOS bracket,component,Pay Type,,base_pay,base_pay,,record_level_placeholder,seed_default,Research and verify pay type for E-9 base pay · 12 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_12__yearsOfService,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_12,E-9 base pay · 12 YOS bracket,yearsOfService,TAFMS Bracket,number,12,12,,record_level_placeholder,seed_default,Research and verify tafms bracket for E-9 base pay · 12 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_12__tableYear,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_12,E-9 base pay · 12 YOS bracket,tableYear,Table Year,number,2026,2026,,record_level_placeholder,seed_default,Research and verify table year for E-9 base pay · 12 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_12__taxStatus,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_12,E-9 base pay · 12 YOS bracket,taxStatus,Tax Status,,taxable,taxable,,record_level_placeholder,seed_default,Research and verify tax status for E-9 base pay · 12 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_14__annualizedRate,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_14,E-9 base pay · 14 YOS bracket,annualizedRate,Annual,currency,87163.20000000001,87163.20000000001,,record_level_placeholder,seed_default,Research and verify annual for E-9 base pay · 14 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_14__serviceBranch,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_14,E-9 base pay · 14 YOS bracket,serviceBranch,Branch,,Air Force,Air Force,,record_level_placeholder,seed_default,Research and verify branch for E-9 base pay · 14 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_14__dependencyStatus,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_14,E-9 base pay · 14 YOS bracket,dependencyStatus,Dependency Status,,n/a,n/a,,record_level_placeholder,seed_default,Research and verify dependency status for E-9 base pay · 14 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_14__effectiveEnd,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_14,E-9 base pay · 14 YOS bracket,effectiveEnd,Effective End,date,,,,record_level_placeholder,seed_default,Research and verify effective end for E-9 base pay · 14 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_14__effectiveStart,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_14,E-9 base pay · 14 YOS bracket,effectiveStart,Effective Start,date,2026-01-01,2026-01-01,,record_level_placeholder,seed_default,Research and verify effective start for E-9 base pay · 14 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_14__monthlyRate,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_14,E-9 base pay · 14 YOS bracket,monthlyRate,Monthly,currency,7263.6,7263.6,,record_level_placeholder,seed_default,Research and verify monthly for E-9 base pay · 14 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_14__notes,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_14,E-9 base pay · 14 YOS bracket,notes,Notes,,2026 DFAS enlisted pay table row. The engine applies annual raise schedule rows to future years when a newer explicit table year is not present.,2026 DFAS enlisted pay table row. The engine applies annual raise schedule rows to future years when a newer explicit table year is not present.,,record_level_placeholder,seed_default,Research and verify notes for E-9 base pay · 14 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_14__payGrade,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_14,E-9 base pay · 14 YOS bracket,payGrade,Pay Grade,,E-9,E-9,,record_level_placeholder,seed_default,Research and verify pay grade for E-9 base pay · 14 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_14__component,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_14,E-9 base pay · 14 YOS bracket,component,Pay Type,,base_pay,base_pay,,record_level_placeholder,seed_default,Research and verify pay type for E-9 base pay · 14 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_14__yearsOfService,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_14,E-9 base pay · 14 YOS bracket,yearsOfService,TAFMS Bracket,number,14,14,,record_level_placeholder,seed_default,Research and verify tafms bracket for E-9 base pay · 14 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_14__tableYear,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_14,E-9 base pay · 14 YOS bracket,tableYear,Table Year,number,2026,2026,,record_level_placeholder,seed_default,Research and verify table year for E-9 base pay · 14 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_14__taxStatus,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_14,E-9 base pay · 14 YOS bracket,taxStatus,Tax Status,,taxable,taxable,,record_level_placeholder,seed_default,Research and verify tax status for E-9 base pay · 14 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_16__annualizedRate,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_16,E-9 base pay · 16 YOS bracket,annualizedRate,Annual,currency,89953.20000000001,89953.20000000001,,record_level_placeholder,seed_default,Research and verify annual for E-9 base pay · 16 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_16__serviceBranch,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_16,E-9 base pay · 16 YOS bracket,serviceBranch,Branch,,Air Force,Air Force,,record_level_placeholder,seed_default,Research and verify branch for E-9 base pay · 16 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_16__dependencyStatus,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_16,E-9 base pay · 16 YOS bracket,dependencyStatus,Dependency Status,,n/a,n/a,,record_level_placeholder,seed_default,Research and verify dependency status for E-9 base pay · 16 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_16__effectiveEnd,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_16,E-9 base pay · 16 YOS bracket,effectiveEnd,Effective End,date,,,,record_level_placeholder,seed_default,Research and verify effective end for E-9 base pay · 16 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_16__effectiveStart,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_16,E-9 base pay · 16 YOS bracket,effectiveStart,Effective Start,date,2026-01-01,2026-01-01,,record_level_placeholder,seed_default,Research and verify effective start for E-9 base pay · 16 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_16__monthlyRate,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_16,E-9 base pay · 16 YOS bracket,monthlyRate,Monthly,currency,7496.1,7496.1,,record_level_placeholder,seed_default,Research and verify monthly for E-9 base pay · 16 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_16__notes,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_16,E-9 base pay · 16 YOS bracket,notes,Notes,,2026 DFAS enlisted pay table row. The engine applies annual raise schedule rows to future years when a newer explicit table year is not present.,2026 DFAS enlisted pay table row. The engine applies annual raise schedule rows to future years when a newer explicit table year is not present.,,record_level_placeholder,seed_default,Research and verify notes for E-9 base pay · 16 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_16__payGrade,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_16,E-9 base pay · 16 YOS bracket,payGrade,Pay Grade,,E-9,E-9,,record_level_placeholder,seed_default,Research and verify pay grade for E-9 base pay · 16 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_16__component,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_16,E-9 base pay · 16 YOS bracket,component,Pay Type,,base_pay,base_pay,,record_level_placeholder,seed_default,Research and verify pay type for E-9 base pay · 16 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_16__yearsOfService,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_16,E-9 base pay · 16 YOS bracket,yearsOfService,TAFMS Bracket,number,16,16,,record_level_placeholder,seed_default,Research and verify tafms bracket for E-9 base pay · 16 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_16__tableYear,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_16,E-9 base pay · 16 YOS bracket,tableYear,Table Year,number,2026,2026,,record_level_placeholder,seed_default,Research and verify table year for E-9 base pay · 16 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_16__taxStatus,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_16,E-9 base pay · 16 YOS bracket,taxStatus,Tax Status,,taxable,taxable,,record_level_placeholder,seed_default,Research and verify tax status for E-9 base pay · 16 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_18__annualizedRate,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_18,E-9 base pay · 18 YOS bracket,annualizedRate,Annual,currency,92768.4,92768.4,,record_level_placeholder,seed_default,Research and verify annual for E-9 base pay · 18 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_18__serviceBranch,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_18,E-9 base pay · 18 YOS bracket,serviceBranch,Branch,,Air Force,Air Force,,record_level_placeholder,seed_default,Research and verify branch for E-9 base pay · 18 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_18__dependencyStatus,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_18,E-9 base pay · 18 YOS bracket,dependencyStatus,Dependency Status,,n/a,n/a,,record_level_placeholder,seed_default,Research and verify dependency status for E-9 base pay · 18 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_18__effectiveEnd,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_18,E-9 base pay · 18 YOS bracket,effectiveEnd,Effective End,date,,,,record_level_placeholder,seed_default,Research and verify effective end for E-9 base pay · 18 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_18__effectiveStart,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_18,E-9 base pay · 18 YOS bracket,effectiveStart,Effective Start,date,2026-01-01,2026-01-01,,record_level_placeholder,seed_default,Research and verify effective start for E-9 base pay · 18 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_18__monthlyRate,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_18,E-9 base pay · 18 YOS bracket,monthlyRate,Monthly,currency,7730.7,7730.7,,record_level_placeholder,seed_default,Research and verify monthly for E-9 base pay · 18 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_18__notes,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_18,E-9 base pay · 18 YOS bracket,notes,Notes,,2026 DFAS enlisted pay table row. The engine applies annual raise schedule rows to future years when a newer explicit table year is not present.,2026 DFAS enlisted pay table row. The engine applies annual raise schedule rows to future years when a newer explicit table year is not present.,,record_level_placeholder,seed_default,Research and verify notes for E-9 base pay · 18 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_18__payGrade,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_18,E-9 base pay · 18 YOS bracket,payGrade,Pay Grade,,E-9,E-9,,record_level_placeholder,seed_default,Research and verify pay grade for E-9 base pay · 18 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_18__component,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_18,E-9 base pay · 18 YOS bracket,component,Pay Type,,base_pay,base_pay,,record_level_placeholder,seed_default,Research and verify pay type for E-9 base pay · 18 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_18__yearsOfService,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_18,E-9 base pay · 18 YOS bracket,yearsOfService,TAFMS Bracket,number,18,18,,record_level_placeholder,seed_default,Research and verify tafms bracket for E-9 base pay · 18 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_18__tableYear,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_18,E-9 base pay · 18 YOS bracket,tableYear,Table Year,number,2026,2026,,record_level_placeholder,seed_default,Research and verify table year for E-9 base pay · 18 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
